State,year_month,Severity_1,Severity_2,Severity_3,Severity_4,Month,Year,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday
GA,2019-07,0.0,0.0,0.0,0.0,07,2019,266.0,353.0,394.0,189.0,236.0,113.0,97.0
GA,2019-08,0.0,0.0,0.0,0.0,08,2019,309.0,341.0,318.0,350.0,389.0,116.0,92.0
GA,2019-09,0.0,0.0,0.0,0.0,09,2019,288.0,302.0,228.0,169.0,232.0,84.0,95.0
GA,2019-10,1.0,993.0,858.0,207.0,10,2019,268.0,397.0,451.0,413.0,261.0,161.0,108.0
GA,2019-11,1.0,715.0,740.0,106.0,11,2019,235.0,240.0,275.0,232.0,351.0,160.0,69.0
GA,2019-12,0.0,0.0,0.0,0.0,12,2019,290.0,377.0,239.0,303.0,342.0,115.0,171.0
SC,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2016-06,0.0,0.0,0.0,0.0,06,2016,9.0,37.0,50.0,51.0,23.0,2.0,7.0
SC,2016-07,0.0,0.0,0.0,0.0,07,2016,45.0,64.0,81.0,55.0,62.0,24.0,19.0
SC,2016-08,0.0,0.0,0.0,0.0,08,2016,83.0,104.0,103.0,88.0,83.0,19.0,11.0
SC,2016-09,1.0,406.0,94.0,12.0,09,2016,75.0,88.0,75.0,114.0,137.0,11.0,13.0
SC,2016-10,0.0,0.0,0.0,0.0,10,2016,98.0,94.0,84.0,79.0,60.0,27.0,22.0
SC,2016-11,0.0,0.0,0.0,0.0,11,2016,68.0,128.0,96.0,90.0,74.0,35.0,36.0
SC,2016-12,0.0,0.0,0.0,0.0,12,2016,70.0,85.0,96.0,112.0,89.0,20.0,19.0
SC,2017-01,1.0,405.0,79.0,16.0,01,2017,92.0,134.0,71.0,92.0,74.0,27.0,11.0
SC,2017-02,0.0,0.0,0.0,0.0,02,2017,115.0,76.0,83.0,103.0,112.0,17.0,14.0
SC,2017-03,0.0,0.0,0.0,0.0,03,2017,113.0,79.0,114.0,91.0,132.0,20.0,13.0
SC,2017-04,0.0,0.0,0.0,0.0,04,2017,95.0,76.0,88.0,86.0,84.0,17.0,17.0
SC,2017-05,1.0,326.0,46.0,13.0,05,2017,79.0,110.0,55.0,65.0,57.0,13.0,7.0
SC,2017-06,0.0,0.0,0.0,0.0,06,2017,71.0,89.0,75.0,90.0,112.0,13.0,10.0
SC,2017-07,0.0,0.0,0.0,0.0,07,2017,91.0,49.0,105.0,190.0,254.0,29.0,23.0
SC,2017-08,0.0,0.0,0.0,0.0,08,2017,868.0,1118.0,985.0,1159.0,939.0,107.0,107.0
SC,2017-09,0.0,0.0,0.0,0.0,09,2017,721.0,813.0,816.0,901.0,1225.0,141.0,90.0
SC,2017-10,1.0,4027.0,1237.0,18.0,10,2017,1326.0,1131.0,894.0,922.0,890.0,46.0,74.0
SC,2017-11,0.0,0.0,0.0,0.0,11,2017,872.0,893.0,1123.0,1176.0,810.0,110.0,116.0
SC,2017-12,0.0,0.0,0.0,0.0,12,2017,617.0,659.0,941.0,815.0,1122.0,106.0,64.0
SC,2018-01,0.0,0.0,0.0,0.0,01,2018,935.0,1125.0,1135.0,904.0,816.0,138.0,101.0
SC,2018-02,1.0,4086.0,1066.0,15.0,02,2018,835.0,890.0,940.0,960.0,978.0,303.0,262.0
SC,2018-03,0.0,0.0,0.0,0.0,03,2018,928.0,956.0,656.0,1073.0,1220.0,389.0,249.0
SC,2018-04,0.0,0.0,0.0,0.0,04,2018,1327.0,910.0,934.0,885.0,838.0,237.0,263.0
SC,2018-05,2.0,4699.0,1275.0,15.0,05,2018,834.0,1284.0,1148.0,1137.0,1027.0,363.0,198.0
SC,2018-06,2.0,2876.0,1058.0,24.0,06,2018,637.0,655.0,711.0,576.0,837.0,351.0,193.0
SC,2018-07,1.0,3016.0,1039.0,17.0,07,2018,821.0,890.0,653.0,743.0,719.0,92.0,155.0
SC,2018-08,1.0,3125.0,969.0,14.0,08,2018,708.0,599.0,824.0,945.0,878.0,62.0,93.0
SC,2018-09,0.0,0.0,0.0,0.0,09,2018,554.0,687.0,801.0,569.0,692.0,143.0,160.0
SC,2018-10,1.0,3840.0,1186.0,37.0,10,2018,998.0,1058.0,1033.0,671.0,887.0,246.0,171.0
SC,2018-11,1.0,3209.0,1060.0,13.0,11,2018,857.0,814.0,762.0,623.0,1001.0,84.0,142.0
SC,2018-12,1.0,2963.0,1091.0,26.0,12,2018,947.0,620.0,641.0,633.0,899.0,197.0,144.0
SC,2019-01,1.0,3383.0,968.0,35.0,01,2019,674.0,803.0,901.0,900.0,750.0,149.0,210.0
SC,2019-02,0.0,0.0,0.0,0.0,02,2019,679.0,683.0,642.0,680.0,761.0,128.0,81.0
SC,2019-03,4.0,3344.0,777.0,17.0,03,2019,593.0,667.0,745.0,729.0,1054.0,192.0,162.0
SC,2019-04,2.0,3665.0,1111.0,49.0,04,2019,994.0,1002.0,844.0,711.0,936.0,156.0,184.0
SC,2019-05,0.0,0.0,0.0,0.0,05,2019,767.0,814.0,1004.0,1017.0,1041.0,187.0,144.0
SC,2019-06,1.0,3518.0,893.0,37.0,06,2019,827.0,743.0,667.0,735.0,976.0,324.0,177.0
SC,2019-07,4.0,3865.0,880.0,27.0,07,2019,975.0,922.0,862.0,717.0,768.0,279.0,253.0
SC,2019-08,4.0,4001.0,855.0,32.0,08,2019,768.0,833.0,818.0,1081.0,1191.0,85.0,116.0
SC,2019-09,4.0,4076.0,900.0,48.0,09,2019,1259.0,969.0,838.0,775.0,1062.0,71.0,54.0
SC,2019-10,0.0,0.0,0.0,0.0,10,2019,968.0,1285.0,1350.0,1312.0,1095.0,80.0,109.0
SC,2019-11,2.0,5031.0,843.0,21.0,11,2019,1004.0,1043.0,1097.0,963.0,1501.0,171.0,118.0
SC,2019-12,4.0,4984.0,716.0,65.0,12,2019,1361.0,1215.0,796.0,805.0,1137.0,187.0,268.0
NE,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,2016-03,0.0,0.0,0.0,0.0,03,2016,21.0,27.0,38.0,52.0,6.0,6.0,2.0
NE,2016-04,0.0,0.0,0.0,0.0,04,2016,90.0,107.0,132.0,122.0,85.0,2.0,10.0
NE,2016-05,0.0,0.0,0.0,0.0,05,2016,123.0,152.0,130.0,102.0,54.0,5.0,12.0
NE,2016-06,3.0,602.0,92.0,2.0,06,2016,101.0,130.0,157.0,147.0,127.0,17.0,20.0
NE,2016-07,0.0,0.0,0.0,0.0,07,2016,58.0,84.0,115.0,122.0,110.0,13.0,3.0
NE,2016-08,0.0,0.0,0.0,0.0,08,2016,134.0,158.0,156.0,117.0,137.0,20.0,19.0
NE,2016-09,0.0,0.0,0.0,0.0,09,2016,91.0,145.0,108.0,133.0,142.0,54.0,27.0
NE,2016-10,0.0,0.0,0.0,0.0,10,2016,142.0,158.0,142.0,136.0,83.0,13.0,28.0
NE,2016-11,0.0,0.0,0.0,0.0,11,2016,122.0,175.0,117.0,95.0,83.0,19.0,15.0
NE,2016-12,0.0,0.0,0.0,0.0,12,2016,102.0,111.0,85.0,98.0,110.0,29.0,24.0
NE,2017-01,0.0,0.0,0.0,0.0,01,2017,84.0,126.0,109.0,102.0,97.0,27.0,6.0
NE,2017-02,1.0,454.0,76.0,5.0,02,2017,75.0,101.0,144.0,92.0,116.0,4.0,4.0
NE,2017-03,0.0,0.0,0.0,0.0,03,2017,110.0,76.0,115.0,85.0,97.0,8.0,1.0
NE,2017-04,0.0,0.0,0.0,0.0,04,2017,82.0,86.0,87.0,106.0,128.0,12.0,9.0
NE,2017-05,0.0,0.0,0.0,0.0,05,2017,96.0,71.0,69.0,75.0,74.0,19.0,3.0
NE,2017-06,0.0,0.0,0.0,0.0,06,2017,102.0,93.0,104.0,104.0,101.0,8.0,3.0
NE,2017-07,2.0,341.0,52.0,15.0,07,2017,92.0,58.0,91.0,70.0,86.0,6.0,7.0
NE,2017-08,0.0,0.0,0.0,0.0,08,2017,97.0,109.0,120.0,108.0,94.0,6.0,2.0
NE,2017-09,0.0,0.0,0.0,0.0,09,2017,78.0,83.0,115.0,99.0,124.0,6.0,2.0
NE,2017-10,1.0,416.0,160.0,4.0,10,2017,140.0,125.0,115.0,110.0,89.0,2.0,0.0
NE,2017-11,0.0,0.0,0.0,0.0,11,2017,91.0,156.0,154.0,106.0,76.0,3.0,1.0
NE,2017-12,0.0,0.0,0.0,0.0,12,2017,96.0,86.0,99.0,139.0,132.0,11.0,8.0
NE,2018-01,1.0,475.0,121.0,15.0,01,2018,111.0,127.0,134.0,119.0,111.0,4.0,6.0
NE,2018-02,0.0,0.0,0.0,0.0,02,2018,120.0,116.0,91.0,111.0,94.0,7.0,14.0
NE,2018-03,0.0,0.0,0.0,0.0,03,2018,84.0,81.0,60.0,95.0,88.0,12.0,8.0
NE,2018-04,0.0,0.0,0.0,0.0,04,2018,89.0,86.0,71.0,92.0,85.0,12.0,10.0
NE,2018-05,0.0,0.0,0.0,0.0,05,2018,66.0,87.0,110.0,91.0,96.0,12.0,18.0
NE,2018-06,0.0,0.0,0.0,0.0,06,2018,47.0,74.0,48.0,54.0,92.0,17.0,4.0
NE,2018-07,0.0,0.0,0.0,0.0,07,2018,66.0,85.0,67.0,77.0,52.0,4.0,7.0
NE,2018-08,0.0,0.0,0.0,0.0,08,2018,93.0,81.0,104.0,93.0,125.0,15.0,10.0
NE,2018-09,1.0,433.0,76.0,4.0,09,2018,78.0,125.0,97.0,81.0,99.0,24.0,10.0
NE,2018-10,1.0,515.0,114.0,4.0,10,2018,122.0,113.0,108.0,127.0,128.0,16.0,20.0
NE,2018-11,0.0,0.0,0.0,0.0,11,2018,89.0,87.0,71.0,87.0,104.0,16.0,12.0
NE,2018-12,0.0,0.0,0.0,0.0,12,2018,122.0,97.0,90.0,77.0,87.0,15.0,16.0
NE,2019-01,0.0,0.0,0.0,0.0,01,2019,78.0,97.0,106.0,99.0,82.0,31.0,9.0
NE,2019-02,1.0,459.0,87.0,7.0,02,2019,119.0,106.0,101.0,116.0,66.0,20.0,26.0
NE,2019-03,0.0,0.0,0.0,0.0,03,2019,98.0,74.0,67.0,68.0,79.0,11.0,12.0
NE,2019-04,0.0,0.0,0.0,0.0,04,2019,65.0,94.0,71.0,59.0,55.0,5.0,13.0
NE,2019-05,0.0,0.0,0.0,0.0,05,2019,55.0,64.0,97.0,103.0,85.0,8.0,14.0
NE,2019-06,1.0,301.0,82.0,5.0,06,2019,80.0,82.0,71.0,52.0,63.0,26.0,15.0
NE,2019-07,0.0,0.0,0.0,0.0,07,2019,87.0,80.0,67.0,83.0,65.0,10.0,14.0
NE,2019-08,0.0,0.0,0.0,0.0,08,2019,35.0,46.0,54.0,66.0,61.0,11.0,13.0
NE,2019-09,0.0,0.0,0.0,0.0,09,2019,50.0,38.0,52.0,34.0,39.0,17.0,21.0
NE,2019-10,0.0,0.0,0.0,0.0,10,2019,74.0,74.0,62.0,73.0,45.0,34.0,18.0
NE,2019-11,0.0,0.0,0.0,0.0,11,2019,58.0,66.0,58.0,55.0,65.0,10.0,14.0
NE,2019-12,0.0,0.0,0.0,0.0,12,2019,61.0,86.0,51.0,45.0,55.0,16.0,37.0
IA,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2016-03,0.0,0.0,0.0,0.0,03,2016,1.0,3.0,6.0,27.0,0.0,3.0,1.0
IA,2016-04,0.0,0.0,0.0,0.0,04,2016,12.0,14.0,17.0,21.0,12.0,5.0,11.0
IA,2016-05,0.0,0.0,0.0,0.0,05,2016,18.0,39.0,21.0,34.0,7.0,8.0,2.0
IA,2016-06,0.0,0.0,0.0,0.0,06,2016,29.0,24.0,29.0,33.0,20.0,11.0,10.0
IA,2016-07,0.0,0.0,0.0,0.0,07,2016,17.0,18.0,20.0,18.0,37.0,5.0,17.0
IA,2016-08,0.0,0.0,0.0,0.0,08,2016,31.0,29.0,11.0,25.0,33.0,6.0,12.0
IA,2016-09,1.0,128.0,95.0,13.0,09,2016,30.0,40.0,37.0,56.0,43.0,20.0,11.0
IA,2016-10,0.0,0.0,0.0,0.0,10,2016,59.0,41.0,62.0,58.0,73.0,12.0,13.0
IA,2016-11,1.0,192.0,149.0,24.0,11,2016,54.0,90.0,84.0,34.0,75.0,15.0,14.0
IA,2016-12,0.0,0.0,0.0,0.0,12,2016,92.0,46.0,42.0,49.0,90.0,42.0,26.0
IA,2017-01,0.0,0.0,0.0,0.0,01,2017,55.0,88.0,69.0,45.0,39.0,7.0,11.0
IA,2017-02,0.0,0.0,0.0,0.0,02,2017,56.0,37.0,63.0,29.0,106.0,12.0,10.0
IA,2017-03,0.0,0.0,0.0,0.0,03,2017,44.0,49.0,47.0,35.0,43.0,2.0,11.0
IA,2017-04,0.0,0.0,0.0,0.0,04,2017,52.0,35.0,35.0,41.0,60.0,21.0,12.0
IA,2017-05,0.0,0.0,0.0,0.0,05,2017,56.0,28.0,24.0,22.0,24.0,12.0,3.0
IA,2017-06,0.0,0.0,0.0,0.0,06,2017,30.0,47.0,32.0,33.0,50.0,20.0,7.0
IA,2017-07,0.0,0.0,0.0,0.0,07,2017,40.0,38.0,54.0,51.0,48.0,12.0,18.0
IA,2017-08,0.0,0.0,0.0,0.0,08,2017,48.0,72.0,47.0,45.0,29.0,13.0,6.0
IA,2017-09,0.0,0.0,0.0,0.0,09,2017,31.0,30.0,30.0,41.0,56.0,9.0,15.0
IA,2017-10,0.0,0.0,0.0,0.0,10,2017,30.0,36.0,27.0,28.0,32.0,9.0,7.0
IA,2017-11,0.0,0.0,0.0,0.0,11,2017,52.0,47.0,57.0,58.0,52.0,30.0,14.0
IA,2017-12,0.0,0.0,0.0,0.0,12,2017,45.0,27.0,36.0,74.0,91.0,7.0,22.0
IA,2018-01,0.0,0.0,0.0,0.0,01,2018,42.0,47.0,49.0,31.0,20.0,6.0,13.0
IA,2018-02,0.0,0.0,0.0,0.0,02,2018,99.0,78.0,66.0,38.0,47.0,29.0,13.0
IA,2018-03,0.0,0.0,0.0,0.0,03,2018,36.0,38.0,24.0,39.0,38.0,11.0,7.0
IA,2018-04,0.0,0.0,0.0,0.0,04,2018,38.0,38.0,51.0,45.0,33.0,17.0,10.0
IA,2018-05,0.0,0.0,0.0,0.0,05,2018,23.0,42.0,43.0,44.0,32.0,8.0,19.0
IA,2018-06,0.0,0.0,0.0,0.0,06,2018,35.0,31.0,33.0,37.0,38.0,12.0,10.0
IA,2018-07,0.0,0.0,0.0,0.0,07,2018,28.0,23.0,21.0,27.0,18.0,5.0,15.0
IA,2018-08,0.0,0.0,0.0,0.0,08,2018,37.0,23.0,36.0,26.0,34.0,9.0,9.0
IA,2018-09,0.0,0.0,0.0,0.0,09,2018,18.0,18.0,27.0,20.0,22.0,10.0,8.0
IA,2018-10,0.0,0.0,0.0,0.0,10,2018,55.0,33.0,22.0,32.0,37.0,9.0,8.0
IA,2018-11,0.0,0.0,0.0,0.0,11,2018,38.0,51.0,41.0,24.0,56.0,8.0,10.0
IA,2018-12,0.0,0.0,0.0,0.0,12,2018,38.0,31.0,36.0,31.0,55.0,13.0,11.0
IA,2019-01,0.0,0.0,0.0,0.0,01,2019,69.0,53.0,68.0,78.0,34.0,39.0,24.0
IA,2019-02,0.0,0.0,0.0,0.0,02,2019,49.0,42.0,87.0,51.0,44.0,14.0,26.0
IA,2019-03,0.0,0.0,0.0,0.0,03,2019,15.0,26.0,22.0,32.0,33.0,14.0,13.0
IA,2019-04,1.0,70.0,78.0,14.0,04,2019,37.0,34.0,20.0,34.0,21.0,11.0,6.0
IA,2019-05,0.0,0.0,0.0,0.0,05,2019,20.0,25.0,35.0,39.0,32.0,10.0,29.0
IA,2019-06,0.0,0.0,0.0,0.0,06,2019,23.0,20.0,35.0,22.0,30.0,18.0,16.0
IA,2019-07,0.0,0.0,0.0,0.0,07,2019,53.0,37.0,43.0,13.0,27.0,10.0,20.0
IA,2019-08,0.0,0.0,0.0,0.0,08,2019,54.0,42.0,24.0,35.0,36.0,12.0,26.0
IA,2019-09,0.0,0.0,0.0,0.0,09,2019,60.0,24.0,31.0,34.0,31.0,15.0,22.0
IA,2019-10,0.0,0.0,0.0,0.0,10,2019,44.0,78.0,55.0,60.0,44.0,10.0,4.0
IA,2019-11,0.0,0.0,0.0,0.0,11,2019,65.0,55.0,67.0,27.0,45.0,23.0,2.0
IA,2019-12,0.0,0.0,0.0,0.0,12,2019,59.0,50.0,45.0,46.0,35.0,13.0,17.0
IL,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-03,0.0,0.0,0.0,0.0,03,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-04,0.0,0.0,0.0,0.0,04,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IL,2016-05,0.0,0.0,0.0,0.0,05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-06,0.0,0.0,0.0,0.0,06,2016,117.0,191.0,205.0,211.0,135.0,22.0,38.0
IL,2016-07,0.0,0.0,0.0,0.0,07,2016,340.0,450.0,392.0,458.0,409.0,80.0,66.0
IL,2016-08,1.0,2022.0,768.0,41.0,08,2016,653.0,618.0,517.0,422.0,491.0,72.0,59.0
IL,2016-09,0.0,0.0,0.0,0.0,09,2016,362.0,445.0,496.0,599.0,538.0,68.0,51.0
IL,2016-10,0.0,0.0,0.0,0.0,10,2016,558.0,493.0,512.0,448.0,394.0,113.0,72.0
IL,2016-11,0.0,0.0,0.0,0.0,11,2016,595.0,735.0,738.0,369.0,477.0,79.0,68.0
IL,2016-12,0.0,0.0,0.0,0.0,12,2016,605.0,628.0,458.0,516.0,564.0,58.0,91.0
IL,2017-01,0.0,0.0,0.0,0.0,01,2017,567.0,494.0,358.0,445.0,407.0,72.0,49.0
IL,2017-02,3.0,1667.0,655.0,53.0,02,2017,445.0,565.0,423.0,432.0,425.0,47.0,41.0
IL,2017-03,0.0,0.0,0.0,0.0,03,2017,496.0,490.0,455.0,450.0,497.0,92.0,46.0
IL,2017-04,2.0,1616.0,658.0,61.0,04,2017,424.0,454.0,420.0,458.0,451.0,83.0,47.0
IL,2017-05,1.0,1393.0,519.0,74.0,05,2017,445.0,432.0,402.0,303.0,329.0,40.0,36.0
IL,2017-06,2.0,1675.0,612.0,50.0,06,2017,393.0,431.0,407.0,455.0,510.0,92.0,51.0
IL,2017-07,0.0,0.0,0.0,0.0,07,2017,348.0,309.0,273.0,331.0,344.0,62.0,63.0
IL,2017-08,0.0,0.0,0.0,0.0,08,2017,269.0,413.0,421.0,368.0,278.0,41.0,32.0
IL,2017-09,0.0,0.0,0.0,0.0,09,2017,240.0,341.0,310.0,296.0,387.0,74.0,62.0
IL,2017-10,0.0,0.0,0.0,0.0,10,2017,426.0,505.0,405.0,365.0,374.0,103.0,69.0
IL,2017-11,0.0,0.0,0.0,0.0,11,2017,362.0,349.0,480.0,441.0,309.0,72.0,47.0
IL,2017-12,0.0,0.0,0.0,0.0,12,2017,327.0,303.0,339.0,279.0,358.0,74.0,81.0
IL,2018-01,0.0,0.0,0.0,0.0,01,2018,387.0,561.0,654.0,342.0,235.0,67.0,60.0
IL,2018-02,0.0,0.0,0.0,0.0,02,2018,473.0,490.0,347.0,342.0,367.0,65.0,48.0
IL,2018-03,0.0,0.0,0.0,0.0,03,2018,340.0,358.0,282.0,430.0,427.0,73.0,48.0
IL,2018-04,0.0,0.0,0.0,0.0,04,2018,377.0,240.0,298.0,289.0,238.0,56.0,67.0
IL,2018-05,4.0,1122.0,620.0,68.0,05,2018,247.0,392.0,355.0,385.0,325.0,46.0,64.0
IL,2018-06,1.0,1118.0,554.0,87.0,06,2018,343.0,344.0,300.0,298.0,339.0,83.0,53.0
IL,2018-07,0.0,0.0,0.0,0.0,07,2018,423.0,384.0,290.0,308.0,318.0,74.0,75.0
IL,2018-08,1.0,1414.0,508.0,61.0,08,2018,285.0,323.0,429.0,378.0,423.0,94.0,52.0
IL,2018-09,0.0,0.0,0.0,0.0,09,2018,349.0,431.0,418.0,459.0,386.0,70.0,56.0
IL,2018-10,0.0,0.0,0.0,0.0,10,2018,542.0,589.0,591.0,415.0,480.0,80.0,52.0
IL,2018-11,0.0,0.0,0.0,0.0,11,2018,506.0,457.0,302.0,370.0,448.0,85.0,82.0
IL,2018-12,0.0,0.0,0.0,0.0,12,2018,380.0,228.0,254.0,259.0,264.0,75.0,43.0
IL,2019-01,0.0,0.0,0.0,0.0,01,2019,388.0,354.0,377.0,394.0,345.0,158.0,39.0
IL,2019-02,0.0,0.0,0.0,0.0,02,2019,308.0,385.0,299.0,244.0,347.0,57.0,58.0
IL,2019-03,0.0,0.0,0.0,0.0,03,2019,237.0,294.0,284.0,273.0,308.0,87.0,36.0
IL,2019-04,0.0,0.0,0.0,0.0,04,2019,386.0,351.0,286.0,255.0,269.0,71.0,48.0
IL,2019-05,0.0,0.0,0.0,0.0,05,2019,203.0,254.0,436.0,397.0,368.0,61.0,58.0
IL,2019-06,0.0,0.0,0.0,0.0,06,2019,296.0,313.0,223.0,297.0,238.0,105.0,65.0
IL,2019-07,0.0,0.0,0.0,0.0,07,2019,275.0,291.0,304.0,161.0,189.0,76.0,66.0
IL,2019-08,0.0,0.0,0.0,0.0,08,2019,222.0,243.0,237.0,332.0,255.0,66.0,67.0
IL,2019-09,0.0,0.0,0.0,0.0,09,2019,249.0,227.0,206.0,192.0,267.0,53.0,72.0
IL,2019-10,0.0,0.0,0.0,0.0,10,2019,287.0,385.0,371.0,442.0,259.0,73.0,54.0
IL,2019-11,0.0,0.0,0.0,0.0,11,2019,424.0,343.0,317.0,289.0,426.0,67.0,39.0
IL,2019-12,0.0,0.0,0.0,0.0,12,2019,362.0,449.0,326.0,292.0,311.0,67.0,78.0
MO,2016-01,0.0,0.0,0.0,0.0,01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2016-02,0.0,0.0,0.0,0.0,02,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2016-03,0.0,0.0,0.0,0.0,03,2016,1.0,1.0,2.0,2.0,0.0,0.0,1.0
MO,2016-04,0.0,0.0,0.0,0.0,04,2016,3.0,0.0,5.0,7.0,2.0,0.0,0.0
MO,2016-05,0.0,0.0,0.0,0.0,05,2016,5.0,4.0,5.0,5.0,2.0,0.0,0.0
MO,2016-06,0.0,0.0,0.0,0.0,06,2016,28.0,37.0,40.0,54.0,19.0,6.0,10.0
MO,2016-07,0.0,0.0,0.0,0.0,07,2016,75.0,67.0,108.0,74.0,83.0,41.0,24.0
MO,2016-08,0.0,0.0,0.0,0.0,08,2016,145.0,128.0,118.0,92.0,122.0,21.0,12.0
MO,2016-09,4.0,316.0,221.0,20.0,09,2016,64.0,82.0,89.0,111.0,179.0,22.0,14.0
MO,2016-10,0.0,0.0,0.0,0.0,10,2016,118.0,79.0,149.0,93.0,76.0,15.0,17.0
MO,2016-11,0.0,0.0,0.0,0.0,11,2016,123.0,150.0,131.0,95.0,94.0,10.0,20.0
MO,2016-12,1.0,396.0,219.0,62.0,12,2016,90.0,88.0,113.0,116.0,197.0,31.0,43.0
MO,2017-01,0.0,0.0,0.0,0.0,01,2017,89.0,126.0,86.0,184.0,100.0,25.0,17.0
MO,2017-02,0.0,0.0,0.0,0.0,02,2017,69.0,135.0,115.0,88.0,92.0,10.0,12.0
MO,2017-03,0.0,0.0,0.0,0.0,03,2017,100.0,86.0,149.0,118.0,125.0,35.0,21.0
MO,2017-04,0.0,0.0,0.0,0.0,04,2017,87.0,100.0,143.0,80.0,81.0,19.0,16.0
MO,2017-05,0.0,0.0,0.0,0.0,05,2017,75.0,109.0,76.0,71.0,96.0,21.0,10.0
MO,2017-06,0.0,0.0,0.0,0.0,06,2017,87.0,85.0,84.0,96.0,100.0,7.0,6.0
MO,2017-07,0.0,0.0,0.0,0.0,07,2017,72.0,60.0,88.0,106.0,81.0,13.0,19.0
MO,2017-08,0.0,0.0,0.0,0.0,08,2017,139.0,167.0,198.0,148.0,121.0,24.0,19.0
MO,2017-09,0.0,0.0,0.0,0.0,09,2017,119.0,126.0,94.0,145.0,136.0,31.0,25.0
MO,2017-10,0.0,0.0,0.0,0.0,10,2017,165.0,165.0,124.0,130.0,119.0,22.0,27.0
MO,2017-11,0.0,0.0,0.0,0.0,11,2017,108.0,87.0,176.0,159.0,95.0,42.0,31.0
MO,2017-12,0.0,0.0,0.0,0.0,12,2017,102.0,134.0,130.0,110.0,162.0,67.0,55.0
MO,2018-01,0.0,0.0,0.0,0.0,01,2018,152.0,158.0,167.0,122.0,66.0,52.0,53.0
MO,2018-02,0.0,0.0,0.0,0.0,02,2018,153.0,143.0,126.0,166.0,124.0,49.0,49.0
MO,2018-03,0.0,0.0,0.0,0.0,03,2018,158.0,123.0,102.0,187.0,176.0,70.0,33.0
MO,2018-04,0.0,0.0,0.0,0.0,04,2018,146.0,95.0,129.0,157.0,115.0,41.0,58.0
MO,2018-05,0.0,0.0,0.0,0.0,05,2018,99.0,126.0,160.0,162.0,144.0,39.0,39.0
MO,2018-06,0.0,0.0,0.0,0.0,06,2018,99.0,98.0,98.0,76.0,127.0,55.0,40.0
MO,2018-07,1.0,191.0,304.0,44.0,07,2018,113.0,99.0,77.0,90.0,83.0,24.0,54.0
MO,2018-08,0.0,0.0,0.0,0.0,08,2018,71.0,120.0,159.0,115.0,121.0,30.0,25.0
MO,2018-09,1.0,264.0,339.0,25.0,09,2018,83.0,85.0,144.0,94.0,120.0,60.0,43.0
MO,2018-10,0.0,0.0,0.0,0.0,10,2018,143.0,148.0,181.0,94.0,154.0,58.0,40.0
MO,2018-11,0.0,0.0,0.0,0.0,11,2018,225.0,134.0,126.0,162.0,208.0,39.0,54.0
MO,2018-12,0.0,0.0,0.0,0.0,12,2018,168.0,100.0,85.0,108.0,110.0,45.0,33.0
MO,2019-01,0.0,0.0,0.0,0.0,01,2019,106.0,118.0,149.0,181.0,114.0,62.0,62.0
MO,2019-02,0.0,0.0,0.0,0.0,02,2019,92.0,145.0,244.0,252.0,167.0,61.0,51.0
MO,2019-03,0.0,0.0,0.0,0.0,03,2019,110.0,144.0,128.0,138.0,156.0,65.0,50.0
MO,2019-04,0.0,0.0,0.0,0.0,04,2019,184.0,266.0,136.0,171.0,144.0,36.0,22.0
MO,2019-05,0.0,0.0,0.0,0.0,05,2019,89.0,157.0,156.0,178.0,165.0,52.0,61.0
MO,2019-06,0.0,0.0,0.0,0.0,06,2019,133.0,112.0,123.0,128.0,122.0,50.0,43.0
MO,2019-07,0.0,0.0,0.0,0.0,07,2019,196.0,138.0,144.0,72.0,78.0,21.0,31.0
MO,2019-08,0.0,0.0,0.0,0.0,08,2019,110.0,105.0,101.0,115.0,122.0,33.0,43.0
