State,year_month,Severity_1,Severity_2,Severity_3,Severity_4,Month,Year,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday
All,2017-03,33.0,27363.0,13133.0,1020.0,3,2017,8966.0,8972.0,10940.0,10772.0,11608.0,3225.0,2800.0
All,2017-04,18.0,24155.0,11581.0,844.0,4,2017,8176.0,8058.0,8474.0,8496.0,8438.0,3468.0,2977.0
All,2017-05,14.0,17643.0,8647.0,702.0,5,2017,8457.0,7429.0,7377.0,6772.0,6926.0,2140.0,2005.0
All,2017-06,28.0,22564.0,13116.0,1022.0,6,2017,7271.0,7713.0,7464.0,8949.0,9503.0,2732.0,2589.0
All,2017-07,24.0,17255.0,11262.0,1010.0,7,2017,7106.0,6085.0,7425.0,8239.0,8861.0,2899.0,2611.0
All,2017-08,29.0,30837.0,14458.0,937.0,8,2017,12706.0,16617.0,16197.0,16542.0,13416.0,2791.0,2609.0
All,2017-09,25.0,34340.0,15923.0,1042.0,9,2017,11589.0,13521.0,13786.0,13820.0,17864.0,3634.0,2604.0
All,2017-10,17.0,26542.0,12635.0,649.0,10,2017,15322.0,15774.0,12769.0,12738.0,12035.0,2908.0,3361.0
All,2017-11,15.0,24250.0,10716.0,636.0,11,2017,12431.0,12238.0,15532.0,14205.0,9996.0,2921.0,2746.0
All,2017-12,21.0,23335.0,11784.0,810.0,12,2017,10773.0,11680.0,13380.0,12824.0,16348.0,3727.0,2839.0
All,2018-01,10.0,17679.0,9767.0,598.0,1,2018,13447.0,16553.0,16163.0,11656.0,11439.0,3076.0,2667.0
All,2018-02,31.0,33078.0,16380.0,1137.0,2,2018,12520.0,13185.0,12399.0,12737.0,13532.0,3679.0,3413.0
All,2018-03,15.0,21208.0,11656.0,686.0,3,2018,12215.0,13116.0,11106.0,14854.0,15606.0,4430.0,3092.0
All,2018-04,20.0,28158.0,13298.0,518.0,4,2018,15516.0,12489.0,12782.0,12473.0,12165.0,3491.0,3671.0
All,2018-05,36.0,39942.0,19691.0,1416.0,5,2018,10752.0,15300.0,15660.0,15511.0,12588.0,3483.0,3181.0
All,2018-06,28.0,27356.0,17319.0,1268.0,6,2018,11368.0,11361.0,11586.0,11354.0,14005.0,4796.0,3312.0
All,2018-07,25.0,28433.0,14953.0,982.0,7,2018,13605.0,13953.0,9856.0,10914.0,10804.0,3351.0,3266.0
All,2018-08,27.0,33184.0,15304.0,611.0,8,2018,11567.0,11830.0,15327.0,15365.0,15076.0,3842.0,3369.0
All,2018-09,26.0,29031.0,14180.0,991.0,9,2018,11074.0,13526.0,13185.0,13181.0,13079.0,4986.0,4243.0
All,2018-10,13.0,27922.0,11130.0,905.0,10,2018,16997.0,18096.0,17775.0,12137.0,14473.0,4167.0,3545.0
All,2018-11,15.0,22782.0,11562.0,1089.0,11,2018,14376.0,14957.0,14189.0,12418.0,17402.0,4516.0,4218.0
All,2018-12,13.0,23276.0,10817.0,1084.0,12,2018,14406.0,10503.0,11356.0,11551.0,13026.0,5057.0,4308.0
All,2019-01,17.0,32996.0,14779.0,1260.0,1,2019,11977.0,14333.0,15676.0,16227.0,12367.0,4644.0,4055.0
All,2019-02,17.0,23041.0,11162.0,977.0,2,2019,12997.0,13490.0,13702.0,13164.0,12797.0,4434.0,3972.0
All,2019-03,14.0,23168.0,10730.0,950.0,3,2019,10534.0,11550.0,12015.0,11347.0,14690.0,4924.0,4336.0
All,2019-04,15.0,20491.0,5797.0,686.0,4,2019,14466.0,14989.0,11808.0,11813.0,12289.0,4114.0,3517.0
All,2019-05,13.0,29502.0,10839.0,1129.0,5,2019,10268.0,11638.0,14682.0,14856.0,14443.0,3987.0,3994.0
All,2019-06,16.0,25158.0,10696.0,1050.0,6,2019,11147.0,11453.0,10719.0,11198.0,11307.0,5110.0,4565.0
All,2019-07,12.0,14947.0,4335.0,655.0,7,2019,13408.0,13397.0,13804.0,9535.0,10548.0,3789.0,3750.0
All,2019-08,13.0,17058.0,6273.0,612.0,8,2019,11131.0,12741.0,12469.0,15476.0,15439.0,4554.0,3433.0
All,2019-09,18.0,48086.0,9644.0,949.0,9,2019,16800.0,15474.0,14165.0,12422.0,15249.0,6723.0,6827.0
All,2019-10,15.0,21258.0,7980.0,1022.0,10,2019,15242.0,20413.0,19999.0,20801.0,16375.0,7681.0,6306.0
All,2019-11,28.0,44243.0,12672.0,879.0,11,2019,13227.0,14268.0,14536.0,11714.0,17117.0,6426.0,4597.0
All,2019-12,25.0,48778.0,8962.0,922.0,12,2019,18569.0,17514.0,14742.0,15080.0,15779.0,8139.0,8459.0
