,State,year_month,counts
2593,WV,2017-01,53
2594,WV,2017-02,62
2595,WV,2017-03,72
2596,WV,2017-04,51
2597,WV,2017-05,38
2598,WV,2017-06,85
2599,WV,2017-07,94
2600,WV,2017-08,48
2601,WV,2017-09,52
2602,WV,2017-10,52
2603,WV,2017-11,52
2604,WV,2017-12,41
2605,WV,2018-01,45
2606,WV,2018-02,40
2607,WV,2018-03,40
2608,WV,2018-04,62
2609,WV,2018-05,60
2610,WV,2018-06,37
2611,WV,2018-07,46
2612,WV,2018-08,14
2613,WV,2018-09,58
2614,WV,2018-10,90
2615,WV,2018-11,105
2616,WV,2018-12,75
2617,WV,2019-01,51
2618,WV,2019-02,72
2619,WV,2019-03,27
2620,WV,2019-04,50
2621,WV,2019-05,51
2622,WV,2019-06,38
2623,WV,2019-07,58
2624,WV,2019-08,28
2625,WV,2019-09,33
2626,WV,2019-10,43
2627,WV,2019-11,11
2628,WV,2019-12,11
2629,WV,2020-01,35
2630,WV,2020-02,17
2631,WV,2020-03,9
2632,WV,2020-04,29
2633,WV,2020-05,9
2634,WV,2020-06,8
2635,WV,2020-07,4
2636,WV,2020-08,14
2637,WV,2020-09,110
2638,WV,2020-10,236
2639,WV,2020-11,366
2640,WV,2020-12,506
2641,WY,2016-06,1
2642,WY,2016-07,14
2643,WY,2016-08,6
2644,WY,2016-09,8
2645,WY,2016-10,10
2646,WY,2016-11,16
2647,WY,2016-12,14
2648,WY,2017-01,13
2649,WY,2017-02,22
2650,WY,2017-03,10
2651,WY,2017-04,4
2652,WY,2017-05,2
2653,WY,2017-06,6
2654,WY,2017-07,9
2655,WY,2017-08,12
2656,WY,2017-09,9
2657,WY,2017-10,7
2658,WY,2017-11,7
2659,WY,2017-12,11
2660,WY,2018-01,13
2661,WY,2018-02,13
2662,WY,2018-03,16
2663,WY,2018-04,13
2664,WY,2018-05,7
2665,WY,2018-06,14
2666,WY,2018-07,10
2667,WY,2018-08,7
2668,WY,2018-09,8
2669,WY,2018-10,11
2670,WY,2018-11,71
2671,WY,2018-12,16
2672,WY,2019-01,33
2673,WY,2019-02,20
2674,WY,2019-03,5
2675,WY,2019-04,7
2676,WY,2019-05,8
2677,WY,2019-06,3
2678,WY,2019-07,5
2679,WY,2019-08,4
2680,WY,2019-09,7
2681,WY,2019-10,7
2682,WY,2019-11,5
2683,WY,2019-12,8
2684,WY,2020-01,4
2685,WY,2020-03,4
2686,WY,2020-04,4
2687,WY,2020-05,2
2688,WY,2020-06,2
2689,WY,2020-07,1
2690,WY,2020-08,3
2691,WY,2020-10,6
2692,WY,2020-11,1
2693,WY,2020-12,2
